complaint_id,fraud_type,transaction_amount,transaction_count,complaint_count,location,latitude,longitude,location_risk,withdrawal_distance,withdrawal_hour,previous_cases,hotspot
CP-00831,Investment Fraud,74850,3,10,Nagpur,21.1458,79.0882,0.17,13.37,15,11,0
CP-00832,Online Shopping Fraud,6702,3,12,Aurangabad,19.8762,75.3433,0.28,47.83,19,5,0
CP-00833,Identity Theft,24391,3,5,Nagpur,21.1458,79.0882,0.16,6.29,10,4,0
CP-00834,Phishing,48953,3,7,Nagpur,21.1458,79.0882,0.56,2.22,10,11,0
CP-00835,Identity Theft,59276,9,6,Nagpur,21.1458,79.0882,0.53,6.51,0,12,0
CP-00836,Investment Fraud,19555,8,11,Aurangabad,19.8762,75.3433,0.16,48.52,17,10,0
CP-00837,Investment Fraud,38488,13,19,Nashik,19.9975,73.7898,0.67,40.08,23,14,1
CP-00838,Investment Fraud,15221,12,16,Kolhapur,16.705,74.2433,0.9,7.4,17,3,1
CP-00839,Online Shopping Fraud,53142,10,8,Pune,18.5204,73.8567,0.45,5.08,1,6,0
CP-00840,Online Shopping Fraud,29616,13,9,Thane,19.2183,72.9781,0.2,4.64,14,2,0
CP-00841,Identity Theft,25986,8,11,Nashik,19.9975,73.7898,0.6,25.82,1,11,1
CP-00842,Investment Fraud,94342,14,14,Mumbai,19.076,72.8777,0.37,18.96,9,11,0
CP-00843,Identity Theft,58902,14,18,Nagpur,21.1458,79.0882,0.09,36.53,14,13,0
CP-00844,Phishing,21968,13,14,Nagpur,21.1458,79.0882,0.73,21.0,18,2,0
CP-00845,UPI Fraud,40245,8,17,Mumbai,19.076,72.8777,0.99,3.77,18,12,1
CP-00846,Phishing,54168,11,9,Pune,18.5204,73.8567,0.41,28.01,22,4,0
CP-00847,Identity Theft,50539,5,18,Mumbai,19.076,72.8777,0.49,41.23,9,9,0
CP-00848,Identity Theft,97474,8,8,Thane,19.2183,72.9781,0.03,0.62,8,9,0
CP-00849,UPI Fraud,86196,11,10,Pune,18.5204,73.8567,0.42,24.85,22,7,0
CP-00850,Investment Fraud,36835,8,3,Pune,18.5204,73.8567,0.6,18.41,15,13,0
CP-00851,Phishing,90403,8,4,Kolhapur,16.705,74.2433,0.37,36.78,0,8,0
CP-00852,UPI Fraud,8169,3,11,Thane,19.2183,72.9781,0.46,34.82,11,5,0
CP-00853,Online Shopping Fraud,47838,7,12,Nagpur,21.1458,79.0882,0.05,14.94,20,2,0
CP-00854,Investment Fraud,82817,3,4,Mumbai,19.076,72.8777,0.6,8.77,10,10,0
CP-00855,Phishing,90342,12,12,Nagpur,21.1458,79.0882,0.1,29.21,4,0,0
CP-00856,Phishing,37385,6,16,Thane,19.2183,72.9781,0.41,46.08,5,3,0
CP-00857,Identity Theft,66479,4,7,Mumbai,19.076,72.8777,0.8,28.15,22,3,0
CP-00858,Phishing,10513,2,5,Nashik,19.9975,73.7898,0.92,24.24,9,11,0
CP-00859,UPI Fraud,58425,15,20,Aurangabad,19.8762,75.3433,0.52,48.52,5,9,1
CP-00860,Phishing,16044,4,5,Kolhapur,16.705,74.2433,0.86,7.55,7,9,0
CP-00861,Identity Theft,17567,2,14,Mumbai,19.076,72.8777,0.69,39.31,2,0,0
CP-00862,Identity Theft,57024,1,7,Aurangabad,19.8762,75.3433,0.11,39.76,16,1,0
CP-00863,Online Shopping Fraud,33662,1,3,Pune,18.5204,73.8567,0.3,1.01,3,3,0
CP-00864,Investment Fraud,77518,15,7,Mumbai,19.076,72.8777,0.18,17.9,2,4,0
CP-00865,Online Shopping Fraud,46091,6,6,Thane,19.2183,72.9781,0.86,39.15,19,7,0
CP-00866,Investment Fraud,9457,2,19,Thane,19.2183,72.9781,0.76,26.68,22,6,0
CP-00867,Investment Fraud,99330,9,1,Mumbai,19.076,72.8777,0.97,5.38,6,15,1
CP-00868,Identity Theft,77751,3,15,Kolhapur,16.705,74.2433,0.67,5.81,11,12,0
CP-00869,UPI Fraud,67903,4,14,Mumbai,19.076,72.8777,0.11,49.24,3,14,0
CP-00870,Investment Fraud,18314,8,12,Thane,19.2183,72.9781,0.7,28.08,1,2,1
CP-00871,Phishing,15667,7,10,Nashik,19.9975,73.7898,0.46,36.94,21,14,0
CP-00872,Phishing,53883,5,14,Thane,19.2183,72.9781,0.19,3.95,15,11,0
CP-00873,UPI Fraud,88863,8,4,Pune,18.5204,73.8567,0.4,26.37,21,2,0
CP-00874,Investment Fraud,52248,7,19,Mumbai,19.076,72.8777,0.98,37.2,5,2,1
CP-00875,Identity Theft,44885,4,20,Mumbai,19.076,72.8777,0.84,20.51,7,13,1
CP-00876,Investment Fraud,94019,13,19,Nagpur,21.1458,79.0882,0.59,37.94,20,12,1
CP-00877,UPI Fraud,87882,10,13,Nashik,19.9975,73.7898,0.99,25.82,4,14,1
CP-00878,UPI Fraud,33358,8,16,Pune,18.5204,73.8567,0.23,47.15,0,3,0
CP-00879,Phishing,9442,8,1,Aurangabad,19.8762,75.3433,0.97,19.44,21,10,0
CP-00880,Identity Theft,82022,10,4,Nagpur,21.1458,79.0882,0.76,33.22,16,15,0
CP-00881,UPI Fraud,38977,11,16,Mumbai,19.076,72.8777,0.49,13.45,10,0,0
CP-00882,UPI Fraud,16115,7,15,Nashik,19.9975,73.7898,0.31,19.13,14,1,0
CP-00883,Investment Fraud,73463,11,10,Mumbai,19.076,72.8777,0.88,8.63,13,4,1
CP-00884,Identity Theft,51497,8,4,Kolhapur,16.705,74.2433,0.57,24.78,17,15,0
CP-00885,Investment Fraud,20987,9,2,Thane,19.2183,72.9781,0.39,24.99,12,11,0
CP-00886,Investment Fraud,8550,1,19,Nagpur,21.1458,79.0882,0.05,41.93,11,0,0
CP-00887,Phishing,13259,7,12,Nashik,19.9975,73.7898,0.99,20.89,1,7,1
CP-00888,Investment Fraud,85445,5,19,Mumbai,19.076,72.8777,0.08,34.56,9,3,0
CP-00889,Investment Fraud,3083,9,11,Mumbai,19.076,72.8777,0.04,33.06,13,13,0
CP-00890,Investment Fraud,91720,8,19,Pune,18.5204,73.8567,0.02,16.17,18,12,0
CP-00891,Online Shopping Fraud,13309,13,16,Thane,19.2183,72.9781,0.1,33.92,10,15,0
CP-00892,Identity Theft,87975,6,6,Aurangabad,19.8762,75.3433,0.61,18.49,13,6,0
CP-00893,Phishing,10372,14,18,Kolhapur,16.705,74.2433,0.21,13.63,9,12,0
CP-00894,Identity Theft,97871,2,19,Thane,19.2183,72.9781,0.09,17.17,2,15,0
CP-00895,Online Shopping Fraud,46023,13,3,Mumbai,19.076,72.8777,0.65,15.44,9,13,0
CP-00896,UPI Fraud,26724,7,13,Nagpur,21.1458,79.0882,0.25,26.01,21,5,0
CP-00897,Investment Fraud,92687,9,6,Kolhapur,16.705,74.2433,0.58,11.04,23,14,1
CP-00898,Online Shopping Fraud,70324,13,20,Kolhapur,16.705,74.2433,0.85,45.39,18,1,1
CP-00899,Identity Theft,48246,8,5,Mumbai,19.076,72.8777,0.24,37.45,9,13,0
CP-00900,Investment Fraud,8944,11,7,Nagpur,21.1458,79.0882,0.85,13.71,9,5,0
CP-00901,Investment Fraud,79304,4,13,Kolhapur,16.705,74.2433,0.24,7.92,0,7,0
CP-00902,Investment Fraud,64120,9,14,Nashik,19.9975,73.7898,0.42,45.33,6,5,0
CP-00903,UPI Fraud,4319,5,9,Mumbai,19.076,72.8777,0.66,9.21,1,15,1
CP-00904,UPI Fraud,11500,6,20,Pune,18.5204,73.8567,0.3,3.65,13,11,0
CP-00905,Online Shopping Fraud,95426,14,5,Nashik,19.9975,73.7898,0.24,28.76,16,3,0
CP-00906,Investment Fraud,76576,13,17,Kolhapur,16.705,74.2433,0.25,44.29,7,3,0
CP-00907,Phishing,77088,12,13,Nagpur,21.1458,79.0882,0.81,37.33,13,6,1
CP-00908,Identity Theft,23457,4,9,Pune,18.5204,73.8567,0.44,13.09,18,1,0
CP-00909,Investment Fraud,49613,12,4,Thane,19.2183,72.9781,0.32,21.48,21,7,0
CP-00910,UPI Fraud,19493,6,16,Aurangabad,19.8762,75.3433,0.72,41.16,0,1,1
CP-00911,UPI Fraud,88527,4,9,Kolhapur,16.705,74.2433,0.55,15.81,22,11,0
CP-00912,Investment Fraud,31483,14,15,Thane,19.2183,72.9781,0.39,45.53,12,8,0
CP-00913,Identity Theft,99677,4,10,Pune,18.5204,73.8567,0.21,44.57,14,10,0
CP-00914,Investment Fraud,4940,5,3,Aurangabad,19.8762,75.3433,0.82,47.05,15,13,0
CP-00915,Investment Fraud,55860,15,4,Kolhapur,16.705,74.2433,0.82,35.07,16,2,0
CP-00916,Phishing,79420,12,18,Nashik,19.9975,73.7898,0.74,22.94,0,1,1
CP-00917,Online Shopping Fraud,58617,13,5,Kolhapur,16.705,74.2433,0.0,10.4,9,10,0
CP-00918,Online Shopping Fraud,15026,3,8,Pune,18.5204,73.8567,0.52,48.5,20,4,0
CP-00919,Phishing,54280,13,11,Kolhapur,16.705,74.2433,0.45,43.74,4,8,0
CP-00920,Phishing,78228,14,11,Kolhapur,16.705,74.2433,0.8,10.33,13,11,1
CP-00921,UPI Fraud,49956,14,19,Nashik,19.9975,73.7898,0.22,47.43,17,7,0
CP-00922,Phishing,26487,5,6,Nashik,19.9975,73.7898,0.05,31.09,19,8,0
CP-00923,Identity Theft,48724,3,19,Pune,18.5204,73.8567,0.12,36.07,13,14,0
CP-00924,Identity Theft,29923,12,7,Pune,18.5204,73.8567,0.19,43.17,8,9,0
CP-00925,Identity Theft,17565,7,7,Nashik,19.9975,73.7898,0.6,49.76,9,6,0
CP-00926,Phishing,54046,13,5,Mumbai,19.076,72.8777,0.03,48.82,7,14,0
CP-00927,Phishing,76902,11,15,Nagpur,21.1458,79.0882,0.09,23.71,10,12,0
CP-00928,UPI Fraud,50765,12,14,Kolhapur,16.705,74.2433,0.74,13.18,3,1,1
CP-00929,UPI Fraud,31281,8,12,Nagpur,21.1458,79.0882,1.0,47.0,19,1,1
CP-00930,Online Shopping Fraud,66631,10,13,Nagpur,21.1458,79.0882,0.3,20.04,11,4,0
CP-00931,Phishing,76585,3,9,Pune,18.5204,73.8567,0.17,24.9,10,14,0
CP-00932,Phishing,42091,12,17,Pune,18.5204,73.8567,0.43,13.39,10,1,0
CP-00933,Online Shopping Fraud,37331,12,12,Nashik,19.9975,73.7898,0.93,14.5,8,8,1
CP-00934,UPI Fraud,57617,15,6,Nagpur,21.1458,79.0882,0.32,49.73,4,14,0
CP-00935,Identity Theft,19980,1,8,Mumbai,19.076,72.8777,0.18,23.78,5,14,0
CP-00936,Identity Theft,65368,1,15,Pune,18.5204,73.8567,0.36,35.6,15,14,0
CP-00937,Phishing,94840,14,5,Pune,18.5204,73.8567,0.12,5.13,9,5,0
CP-00938,Online Shopping Fraud,67181,14,9,Kolhapur,16.705,74.2433,0.56,33.33,6,0,0
CP-00939,Investment Fraud,75314,3,14,Aurangabad,19.8762,75.3433,0.92,12.68,15,3,0
CP-00940,Phishing,37761,11,4,Pune,18.5204,73.8567,0.39,29.72,3,10,0
CP-00941,Investment Fraud,11125,8,16,Pune,18.5204,73.8567,0.45,47.78,19,0,0
CP-00942,Phishing,86505,10,15,Pune,18.5204,73.8567,0.32,36.71,23,4,0
CP-00943,UPI Fraud,6880,13,10,Aurangabad,19.8762,75.3433,0.32,3.25,2,12,1
CP-00944,Phishing,33944,3,8,Nashik,19.9975,73.7898,0.97,43.34,2,0,1
CP-00945,UPI Fraud,51421,13,13,Mumbai,19.076,72.8777,0.28,37.75,20,4,0
CP-00946,Investment Fraud,64836,13,14,Nagpur,21.1458,79.0882,0.74,46.12,21,4,1
CP-00947,Investment Fraud,13097,14,12,Kolhapur,16.705,74.2433,0.51,24.74,12,15,0
CP-00948,Identity Theft,79187,7,3,Thane,19.2183,72.9781,0.76,40.64,19,5,0
CP-00949,Phishing,56338,2,2,Kolhapur,16.705,74.2433,0.51,48.68,21,7,0
CP-00950,Investment Fraud,69611,11,17,Nashik,19.9975,73.7898,0.08,23.68,2,15,0
CP-00951,Online Shopping Fraud,17249,11,10,Mumbai,19.076,72.8777,0.84,26.39,9,1,0
CP-00952,Investment Fraud,6410,9,4,Pune,18.5204,73.8567,0.51,20.94,14,8,0
CP-00953,Phishing,77251,2,17,Nagpur,21.1458,79.0882,0.02,37.16,14,5,0
CP-00954,Identity Theft,52005,1,3,Aurangabad,19.8762,75.3433,0.42,35.37,10,14,0
CP-00955,UPI Fraud,35243,6,6,Thane,19.2183,72.9781,0.21,4.37,19,8,0
CP-00956,Identity Theft,70541,1,1,Nashik,19.9975,73.7898,0.39,1.16,20,15,0
CP-00957,Identity Theft,53596,14,20,Kolhapur,16.705,74.2433,0.73,15.49,19,11,1
CP-00958,UPI Fraud,40169,2,5,Aurangabad,19.8762,75.3433,0.14,9.94,0,6,0
CP-00959,UPI Fraud,63560,11,5,Mumbai,19.076,72.8777,0.65,22.07,20,6,0
CP-00960,Identity Theft,61242,3,16,Nagpur,21.1458,79.0882,0.42,6.26,4,14,0
CP-00961,UPI Fraud,3072,14,15,Nashik,19.9975,73.7898,0.59,10.47,18,12,1
CP-00962,UPI Fraud,1532,2,14,Nagpur,21.1458,79.0882,0.98,42.51,23,9,1
CP-00963,Phishing,52886,8,17,Nashik,19.9975,73.7898,0.59,30.77,21,15,0
CP-00964,Identity Theft,8456,9,1,Kolhapur,16.705,74.2433,0.42,16.13,2,8,0
CP-00965,UPI Fraud,15827,8,20,Nashik,19.9975,73.7898,0.94,17.66,22,13,1
CP-00966,Online Shopping Fraud,38250,12,7,Mumbai,19.076,72.8777,0.47,22.19,16,7,0
CP-00967,Investment Fraud,44953,15,20,Kolhapur,16.705,74.2433,0.85,35.9,14,4,1
CP-00968,Identity Theft,93742,7,14,Kolhapur,16.705,74.2433,0.83,33.82,23,11,1
CP-00969,Phishing,21737,10,7,Aurangabad,19.8762,75.3433,0.28,37.59,21,15,0
CP-00970,Phishing,26646,3,20,Mumbai,19.076,72.8777,0.49,39.78,15,9,0
CP-00971,Phishing,73484,1,1,Mumbai,19.076,72.8777,0.36,13.41,21,5,0
CP-00972,Online Shopping Fraud,66491,1,3,Aurangabad,19.8762,75.3433,0.34,6.14,7,3,0
CP-00973,Phishing,64248,5,11,Mumbai,19.076,72.8777,0.78,38.58,17,8,0
CP-00974,Identity Theft,90957,14,17,Aurangabad,19.8762,75.3433,0.6,5.66,1,14,1
CP-00975,Online Shopping Fraud,99559,2,4,Aurangabad,19.8762,75.3433,0.78,30.68,3,1,0
CP-00976,Identity Theft,22395,11,4,Pune,18.5204,73.8567,0.87,45.59,5,9,1
CP-00977,Phishing,66808,8,4,Aurangabad,19.8762,75.3433,0.15,18.5,4,3,0
CP-00978,Online Shopping Fraud,54993,13,1,Nashik,19.9975,73.7898,0.25,40.55,10,9,0
CP-00979,Phishing,11671,5,12,Mumbai,19.076,72.8777,0.72,21.04,20,7,0
CP-00980,Identity Theft,99263,9,14,Aurangabad,19.8762,75.3433,0.79,7.33,13,13,1
CP-00981,UPI Fraud,68153,13,12,Nashik,19.9975,73.7898,0.94,22.41,0,2,1
CP-00982,Online Shopping Fraud,41762,7,6,Nagpur,21.1458,79.0882,0.43,19.97,1,4,0
CP-00983,Investment Fraud,83286,12,17,Pune,18.5204,73.8567,0.97,21.26,21,9,1
CP-00984,Identity Theft,1535,14,9,Nagpur,21.1458,79.0882,0.9,30.71,4,12,1
CP-00985,Identity Theft,27387,15,18,Kolhapur,16.705,74.2433,0.62,31.1,14,11,1
CP-00986,Online Shopping Fraud,26359,15,10,Aurangabad,19.8762,75.3433,0.08,27.1,12,4,0
CP-00987,UPI Fraud,37714,4,3,Thane,19.2183,72.9781,0.51,15.96,10,5,0
CP-00988,Online Shopping Fraud,71270,10,9,Pune,18.5204,73.8567,0.24,38.82,23,13,0
CP-00989,UPI Fraud,96442,1,12,Pune,18.5204,73.8567,0.26,25.62,3,1,0
CP-00990,Investment Fraud,39554,10,1,Nashik,19.9975,73.7898,0.45,49.16,23,7,0
CP-00991,UPI Fraud,37794,11,19,Nagpur,21.1458,79.0882,0.67,35.86,16,7,1
CP-00992,Identity Theft,68192,10,7,Nagpur,21.1458,79.0882,0.82,18.38,3,4,1
CP-00993,Identity Theft,54508,2,3,Aurangabad,19.8762,75.3433,0.06,44.48,15,6,0
CP-00994,Online Shopping Fraud,48904,11,17,Pune,18.5204,73.8567,0.4,28.17,12,8,0
CP-00995,Phishing,83922,7,15,Nashik,19.9975,73.7898,0.69,47.42,23,13,1
CP-00996,Phishing,66794,3,16,Mumbai,19.076,72.8777,0.71,6.9,22,3,0
CP-00997,UPI Fraud,62543,1,6,Nashik,19.9975,73.7898,0.94,18.78,3,13,1
CP-00998,Investment Fraud,48942,10,10,Pune,18.5204,73.8567,0.04,8.09,11,9,0
CP-00999,UPI Fraud,39032,8,1,Nagpur,21.1458,79.0882,0.79,7.54,18,13,0
CP-01000,UPI Fraud,37656,4,6,Nagpur,21.1458,79.0882,0.82,24.7,3,11,1
CP-01001,Identity Theft,6356,7,16,Aurangabad,19.8762,75.3433,0.57,28.51,10,12,0
CP-01002,Identity Theft,94876,14,20,Aurangabad,19.8762,75.3433,0.13,7.36,20,14,0
CP-01003,Identity Theft,59361,3,11,Kolhapur,16.705,74.2433,0.09,31.43,19,13,0
CP-01004,UPI Fraud,52325,6,18,Mumbai,19.076,72.8777,0.05,33.69,14,8,0
CP-01005,Online Shopping Fraud,22207,12,1,Aurangabad,19.8762,75.3433,0.57,39.91,22,9,0
CP-01006,Online Shopping Fraud,16724,11,18,Kolhapur,16.705,74.2433,0.09,47.78,17,1,0
CP-01007,UPI Fraud,25324,13,16,Thane,19.2183,72.9781,0.5,1.42,21,5,1
CP-01008,Identity Theft,27475,4,19,Nagpur,21.1458,79.0882,0.44,40.44,19,10,0
CP-01009,Identity Theft,6396,8,1,Thane,19.2183,72.9781,0.34,9.44,0,10,0
CP-01010,UPI Fraud,12430,2,4,Nagpur,21.1458,79.0882,0.54,14.62,5,8,0
CP-01011,UPI Fraud,40712,7,6,Mumbai,19.076,72.8777,0.06,48.08,5,0,0
CP-01012,UPI Fraud,51610,2,11,Nagpur,21.1458,79.0882,0.14,44.7,8,12,0
CP-01013,UPI Fraud,27049,4,20,Pune,18.5204,73.8567,0.59,24.9,16,12,0
CP-01014,Phishing,8447,6,15,Nagpur,21.1458,79.0882,0.55,3.74,0,13,1
CP-01015,Investment Fraud,35779,9,19,Pune,18.5204,73.8567,0.68,12.69,17,4,0
CP-01016,Online Shopping Fraud,53813,8,3,Thane,19.2183,72.9781,0.85,25.27,4,11,1
CP-01017,Identity Theft,32633,9,14,Mumbai,19.076,72.8777,0.96,27.98,1,0,1
CP-01018,Online Shopping Fraud,81860,5,6,Aurangabad,19.8762,75.3433,0.0,46.71,15,8,0
CP-01019,UPI Fraud,89628,7,12,Nagpur,21.1458,79.0882,0.84,11.03,16,9,1
CP-01020,Phishing,97386,9,19,Mumbai,19.076,72.8777,0.07,4.94,22,3,0
CP-01021,Investment Fraud,73438,5,14,Kolhapur,16.705,74.2433,0.21,25.49,10,10,0
CP-01022,Identity Theft,93266,8,9,Aurangabad,19.8762,75.3433,0.25,49.16,10,6,0
CP-01023,UPI Fraud,43551,1,5,Thane,19.2183,72.9781,0.65,0.6,15,0,0
CP-01024,UPI Fraud,23245,7,18,Kolhapur,16.705,74.2433,0.9,35.31,12,2,1
CP-01025,Identity Theft,4556,15,15,Thane,19.2183,72.9781,0.67,17.97,12,11,1
CP-01026,Phishing,91861,1,4,Mumbai,19.076,72.8777,0.46,46.84,14,0,0
CP-01027,Online Shopping Fraud,3092,13,9,Kolhapur,16.705,74.2433,0.68,35.61,6,2,0
CP-01028,Investment Fraud,40238,13,8,Kolhapur,16.705,74.2433,0.23,24.94,11,1,0
CP-01029,UPI Fraud,92780,12,20,Nashik,19.9975,73.7898,0.21,10.21,20,12,0
CP-01030,UPI Fraud,36852,10,17,Aurangabad,19.8762,75.3433,0.49,27.81,21,5,0
CP-01031,Phishing,17309,12,3,Thane,19.2183,72.9781,0.13,46.71,7,8,0
CP-01032,Identity Theft,89364,1,18,Aurangabad,19.8762,75.3433,0.61,34.19,14,0,0
CP-01033,UPI Fraud,88724,11,2,Kolhapur,16.705,74.2433,0.85,16.49,13,8,0
CP-01034,UPI Fraud,68433,8,16,Kolhapur,16.705,74.2433,0.36,38.07,23,7,0
CP-01035,Online Shopping Fraud,55558,9,15,Nagpur,21.1458,79.0882,0.32,19.9,10,2,0
CP-01036,Phishing,3825,12,8,Aurangabad,19.8762,75.3433,0.98,21.48,2,7,1
CP-01037,UPI Fraud,43652,5,3,Mumbai,19.076,72.8777,0.63,5.29,15,13,0
CP-01038,Investment Fraud,82590,15,11,Thane,19.2183,72.9781,0.84,12.73,15,7,1
CP-01039,UPI Fraud,7634,14,11,Aurangabad,19.8762,75.3433,0.52,12.22,2,14,1
CP-01040,Investment Fraud,59017,10,4,Kolhapur,16.705,74.2433,0.09,3.5,1,12,0
CP-01041,Online Shopping Fraud,91380,2,5,Aurangabad,19.8762,75.3433,0.06,40.22,1,9,0
CP-01042,Identity Theft,57102,2,4,Kolhapur,16.705,74.2433,0.68,28.18,9,12,0
CP-01043,Identity Theft,81411,13,14,Pune,18.5204,73.8567,0.23,30.18,21,0,0
CP-01044,Identity Theft,61344,13,14,Nashik,19.9975,73.7898,0.88,31.15,10,0,1
CP-01045,Online Shopping Fraud,43517,10,7,Thane,19.2183,72.9781,0.11,1.11,22,2,0
CP-01046,Identity Theft,25877,15,19,Aurangabad,19.8762,75.3433,0.13,25.69,11,13,0
CP-01047,Investment Fraud,81876,8,6,Kolhapur,16.705,74.2433,0.24,39.95,1,4,0
CP-01048,Identity Theft,57627,9,12,Thane,19.2183,72.9781,0.31,44.32,4,4,0
CP-01049,UPI Fraud,79579,6,10,Nagpur,21.1458,79.0882,0.37,0.9,18,4,0
CP-01050,Phishing,66967,14,18,Mumbai,19.076,72.8777,0.86,21.39,6,6,1
CP-01051,Online Shopping Fraud,9465,6,7,Aurangabad,19.8762,75.3433,0.67,34.89,14,10,0
CP-01052,Identity Theft,44495,10,10,Thane,19.2183,72.9781,0.42,8.53,14,1,0
CP-01053,Identity Theft,984,11,8,Mumbai,19.076,72.8777,0.69,23.59,6,7,0
CP-01054,UPI Fraud,43952,13,13,Kolhapur,16.705,74.2433,0.21,9.62,0,11,0
CP-01055,UPI Fraud,47408,1,18,Pune,18.5204,73.8567,0.12,14.88,6,11,0
CP-01056,Investment Fraud,26599,4,10,Pune,18.5204,73.8567,0.17,44.33,23,5,0
CP-01057,UPI Fraud,73180,4,6,Aurangabad,19.8762,75.3433,0.2,9.22,8,3,0
CP-01058,Investment Fraud,89295,3,13,Aurangabad,19.8762,75.3433,0.65,44.31,10,6,0
CP-01059,UPI Fraud,31976,6,12,Nashik,19.9975,73.7898,0.66,47.09,19,13,0
CP-01060,Investment Fraud,19431,15,5,Pune,18.5204,73.8567,0.79,9.99,12,11,1
CP-01061,Online Shopping Fraud,56800,11,8,Thane,19.2183,72.9781,0.92,38.27,18,6,1
CP-01062,Phishing,19972,6,8,Nagpur,21.1458,79.0882,0.05,39.88,4,15,0
CP-01063,Online Shopping Fraud,11170,13,16,Kolhapur,16.705,74.2433,0.79,30.94,5,12,1
CP-01064,Identity Theft,65850,9,15,Nagpur,21.1458,79.0882,0.18,35.77,16,15,0
CP-01065,Phishing,35671,10,13,Nashik,19.9975,73.7898,0.64,39.64,20,1,0
CP-01066,Investment Fraud,27107,8,8,Mumbai,19.076,72.8777,0.4,15.65,12,5,0
CP-01067,Phishing,72661,2,5,Nagpur,21.1458,79.0882,0.75,15.1,16,11,0
CP-01068,Identity Theft,5892,8,17,Thane,19.2183,72.9781,0.62,21.59,14,13,0
CP-01069,UPI Fraud,65713,6,9,Nagpur,21.1458,79.0882,0.38,9.39,7,8,0
CP-01070,UPI Fraud,11302,5,17,Nagpur,21.1458,79.0882,0.51,32.36,8,7,0
CP-01071,Investment Fraud,9851,6,2,Pune,18.5204,73.8567,0.55,17.02,21,10,0
CP-01072,UPI Fraud,98176,14,9,Nagpur,21.1458,79.0882,0.19,30.4,4,8,0
CP-01073,Identity Theft,39752,5,12,Aurangabad,19.8762,75.3433,0.78,20.49,12,0,0
CP-01074,Identity Theft,67693,13,5,Kolhapur,16.705,74.2433,0.87,11.77,23,6,1
CP-01075,UPI Fraud,68110,10,18,Mumbai,19.076,72.8777,0.76,36.26,14,10,1
CP-01076,Investment Fraud,25121,7,14,Nagpur,21.1458,79.0882,0.21,22.77,17,0,0
CP-01077,Investment Fraud,76195,14,5,Mumbai,19.076,72.8777,0.31,37.02,15,11,0
CP-01078,Online Shopping Fraud,55438,7,13,Mumbai,19.076,72.8777,0.76,34.68,9,10,0
CP-01079,Identity Theft,74893,13,2,Pune,18.5204,73.8567,0.92,8.11,10,12,1
CP-01080,Investment Fraud,51701,2,18,Mumbai,19.076,72.8777,0.39,24.0,10,14,0
CP-01081,UPI Fraud,22968,2,18,Pune,18.5204,73.8567,0.18,41.41,19,15,0
CP-01082,Identity Theft,26583,2,13,Mumbai,19.076,72.8777,0.28,12.04,21,2,0
CP-01083,Phishing,48819,9,1,Pune,18.5204,73.8567,0.17,43.06,13,12,0
CP-01084,Phishing,17426,9,14,Pune,18.5204,73.8567,0.48,3.9,6,4,0
CP-01085,Online Shopping Fraud,57149,14,16,Nagpur,21.1458,79.0882,0.16,28.97,9,6,0
CP-01086,Identity Theft,90262,8,9,Kolhapur,16.705,74.2433,0.2,49.56,14,2,0
CP-01087,Online Shopping Fraud,32853,9,11,Thane,19.2183,72.9781,0.91,44.02,14,14,1
CP-01088,Identity Theft,97138,2,10,Pune,18.5204,73.8567,0.65,45.99,11,9,0
CP-01089,Identity Theft,23454,7,8,Thane,19.2183,72.9781,0.18,31.08,13,14,0
CP-01090,Phishing,24544,12,19,Kolhapur,16.705,74.2433,0.1,35.08,1,7,0
CP-01091,Identity Theft,82824,9,10,Nagpur,21.1458,79.0882,0.67,3.8,23,6,1
CP-01092,Identity Theft,72959,2,12,Nashik,19.9975,73.7898,0.08,5.71,10,13,0
CP-01093,Identity Theft,33630,4,17,Mumbai,19.076,72.8777,0.04,1.82,20,14,0
CP-01094,Investment Fraud,98274,7,7,Nagpur,21.1458,79.0882,0.4,1.03,3,4,0
CP-01095,Identity Theft,98630,8,16,Kolhapur,16.705,74.2433,0.46,4.59,21,7,0
CP-01096,Phishing,62207,14,9,Mumbai,19.076,72.8777,0.84,8.94,0,3,1
CP-01097,Phishing,16772,9,13,Nagpur,21.1458,79.0882,0.17,33.73,0,8,0
CP-01098,Identity Theft,47435,3,7,Nashik,19.9975,73.7898,0.71,44.69,17,6,0
CP-01099,Investment Fraud,6759,14,17,Kolhapur,16.705,74.2433,0.64,35.96,3,12,1
CP-01100,Investment Fraud,7370,10,1,Nashik,19.9975,73.7898,0.05,19.18,6,7,0
CP-01101,UPI Fraud,26712,2,1,Mumbai,19.076,72.8777,0.42,49.47,10,6,0
CP-01102,Investment Fraud,13161,13,6,Mumbai,19.076,72.8777,0.72,2.68,16,3,1
CP-01103,UPI Fraud,74169,11,7,Nagpur,21.1458,79.0882,0.62,46.75,12,13,0
CP-01104,UPI Fraud,28520,2,12,Mumbai,19.076,72.8777,0.32,1.24,20,10,0
CP-01105,UPI Fraud,28387,8,8,Nashik,19.9975,73.7898,0.07,40.85,20,11,0
CP-01106,Investment Fraud,29147,7,10,Pune,18.5204,73.8567,0.77,25.23,3,5,1
CP-01107,Investment Fraud,79125,6,13,Pune,18.5204,73.8567,0.68,48.63,22,4,0
CP-01108,UPI Fraud,83777,13,11,Mumbai,19.076,72.8777,0.98,33.49,2,10,1
